Player_ID,Name,Base Price,Role_Auction,Price_Cr,Cost IN $ (000),Team,Role_Stats,ValueinCR,National Side,MatchPlayed,InningsBatted,NotOuts,RunsScored,100s,50s,4s,6s,BattingAVG,BattingS/R,CatchesTaken,StumpingsMade,Ducks,InningsBowled,Overs,Maidens,RunsConceded,Wickets,3s,5s,BowlingAVG,EconomyRate,S/R,Mtc,Cost_per_Run,Cost_per_Wicket,ROI,Price_z
101,benny howell,40 Lakh,ALL-ROUNDER,0.4,52.0,Punjab Kings,All-Rounder,0.4,England,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0.4,0.4,0.0,-0.7993897637834292
102,ishan porel,20 Lakh,BOWLER,0.25,32.5,Punjab Kings,Bowler,0.25,India,1,0,0,0,0,0,0,0,0.0,0.0,0,0,0,1,4.0,0,39,1,0,0,39.0,9.75,24.0,1,0.25,0.25,100.0,-0.8336609267007953
103,prerak mankad,20 Lakh,ALL-ROUNDER,0.2,26.0,Punjab Kings,All-Rounder,0.2,India,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0.2,0.2,0.0,-0.8450846476732506
104,ansh patel,20 Lakh,ALL-ROUNDER,0.2,26.0,Punjab Kings,All-Rounder,0.2,India,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0.2,0.2,0.0,-0.8450846476732506
105,jitesh sharma,20 Lakh,WICKETKEEPER,0.2,26.0,Punjab Kings,Wicket-Keeper,0.2,India,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0.2,0.2,0.0,-0.8450846476732506
106,writtick chatterjee,20 Lakh,ALL-ROUNDER,0.2,26.0,Punjab Kings,All-Rounder,0.2,India,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0.2,0.2,0.0,-0.8450846476732506
107,atharva taide,20 Lakh,ALL-ROUNDER,0.2,26.0,Punjab Kings,All-Rounder,0.2,India,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0.2,0.2,0.0,-0.8450846476732506
108,kl rahul,Draft Pick,WICKETKEEPER,17.0,2210.0,Lucknow Super Giants,Wicket-Keeper,17.0,India,94,85,16,3273,2,27,282,134,47.43,136.37,50,5,2,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0.01,17.0,96.26,2.9932855990717537
109,avesh khan,20 Lakh,BOWLER,10.0,1300.0,Lucknow Super Giants,Bowler,10.0,India,25,2,1,9,0,0,2,0,9.0,150.0,5,0,0,25,91.0,0,749,29,4,0,25.82,8.23,18.82,25,1.11,0.34,72.95,1.3939646629280018
110,marcus stoinis,Draft Pick,ALL-ROUNDER,9.2,1196.0,Lucknow Super Giants,All-Rounder,9.2,Australia,56,49,16,914,0,4,76,35,27.69,135.81,12,0,5,45,102.0,0,969,30,2,0,32.3,9.5,20.4,45,0.01,0.31,131.2,1.2111851273687158
111,jason holder,1.5 Cr,ALL-ROUNDER,8.75,1137.5,Lucknow Super Giants,All-Rounder,8.75,West Indies,26,16,3,189,0,0,11,11,14.53,121.15,7,0,1,26,95.5,0,786,35,5,0,22.45,8.2,16.42,26,0.05,0.25,110.8,1.1083716386166176
112,krunal pandya,2 Cr,ALL-ROUNDER,8.25,1072.5,Lucknow Super Giants,All-Rounder,8.25,India,84,72,22,1143,0,1,105,46,22.86,138.54,28,0,6,81,240.4,0,1773,51,4,0,34.76,7.36,28.31,81,0.01,0.16,223.82,0.9941344288920638
113,mark wood,2 Cr,BOWLER,7.5,975.0,Lucknow Super Giants,Bowler,7.5,England,1,1,0,1,0,0,0,0,1.0,33.33,1,0,0,1,4.0,0,49,1,0,0,0.0,12.25,0.0,1,7.5,7.5,3.4,0.8227786143052334
114,quinton de kock,2 Cr,WICKETKEEPER,6.75,877.5,Lucknow Super Giants,Wicket-Keeper,6.75,South Africa,77,77,5,2256,1,16,230,83,31.33,130.93,53,14,3,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,6.75,167.11,0.6514227997184028
115,deepak hooda,75 Lakh,ALL-ROUNDER,5.75,747.5,Lucknow Super Giants,All-Rounder,5.75,India,80,61,14,785,0,3,41,38,16.7,129.53,32,0,3,28,54.1,0,458,9,0,0,50.88,8.45,36.11,28,0.01,0.64,107.39,0.42294838026929543
116,manish pandey,1 Cr,BATTER,4.6,598.0,Lucknow Super Giants,Batsman,4.6,India,154,143,27,3560,1,21,309,103,30.68,121.83,75,0,13,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,4.6,386.96,0.16020279790282183
117,ravi bishnoi,Draft Pick,BOWLER,4.0,520.0,Lucknow Super Giants,Bowler,4.0,India,23,4,2,8,0,0,1,0,4.0,50.0,4,0,1,23,87.0,1,606,24,3,0,25.25,6.96,21.75,23,0.5,0.17,151.0,0.02311814623335748
118,evin lewis,2 Cr,BATTER,2.0,260.0,Lucknow Super Giants,Batsman,2.0,Trinidad,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,2.0,2.0,0.0,-0.43383069266485735
119,kyle mayers,50 Lakh,ALL-ROUNDER,0.5,65.0,Lucknow Super Giants,All-Rounder,0.5,West Indies,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0.5,0.5,0.0,-0.7765423218385185
